identificador,codigo,vereda_codigo,numero_subterraneos,codigo_anterior,tipo_predio,derecho,tipo_documento,matricula,acto_registral,ente_emisor,numero_fuente,propietario,tipo_de_documento_de_identificacion,numero_documento,estado_folio,telefono,grupo_etnico,estado_civil,fecha
2892,68307OO00000000060518000000000,68307OO0000000006,0,68307OO0000060518000,RURAL,DOMINIO,ESCRITURA,300-18192,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,6318,Chita María Dolores Villar Bejarano,CC,766853771,ABIERTO,3126121086,NINGUNO,SOLTERO,08/09/2017
2893,68307OO00000000060519000000000,68307OO0000000006,0,68307OO0000060519000,RURAL,DOMINIO,ESCRITURA,300-18193,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2841,Elvira Conde Pedrero,CC,66286846,ABIERTO,3142530108,NINGUNO,SOLTERO,17/07/1991
2894,68307OO00000000060524000000000,68307OO0000000006,0,68307OO0000060524000,RURAL,DOMINIO,ESCRITURA,300-18194,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,4653,Luisina Rocío Segura Adán,CC,803037672,ABIERTO,3174573791,NINGUNO,SOLTERO,01/10/1953
2895,68307OO00000000060096000000000,68307OO0000000006,0,68307OO0000060096000,RURAL,DOMINIO,ESCRITURA,300-18195,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,999,Moisés Polo Arias,CC,176307959,ABIERTO,3184654751,NINGUNO,SOLTERO,10/11/1963
2896,68307OO00000000060520000000000,68307OO0000000006,0,68307OO0000060520000,RURAL,DOMINIO,ESCRITURA,300-18196,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2385,Edmundo Tur Mayo,CC,44585526,ABIERTO,3103771408,NINGUNO,SOLTERO,12/08/1980
2897,68307OO00000000060522000000000,68307OO0000000006,0,68307OO0000060522000,RURAL,DOMINIO,ESCRITURA,300-18197,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2349,Marc Figueroa Cortés,CC,653772194,ABIERTO,3183972341,NINGUNO,SOLTERO,13/02/2014
2898,68307OO00000000060581000000000,68307OO0000000006,0,68307OO0000060581000,RURAL,DOMINIO,ESCRITURA,300-18198,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1188,René Barreda Tomás,CC,631054216,ABIERTO,3157763558,NINGUNO,SOLTERO,25/01/1978
2899,68307OO00000000060402000000000,68307OO0000000006,0,68307OO0000060402000,RURAL,DOMINIO,ESCRITURA,300-18199,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5687,Lucas Garcés Vilaplana,CC,654810980,ABIERTO,3177883605,NINGUNO,SOLTERO,11/12/1994
2900,68307OO00000000060521000000000,68307OO0000000006,0,68307OO0000060521000,RURAL,DOMINIO,ESCRITURA,300-18200,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5168,Haydée Esteve-Valcárcel,CC,440768909,ABIERTO,3166743595,NINGUNO,SOLTERO,04/07/1976
2901,68307OO00000000060301000000000,68307OO0000000006,0,68307OO0000060301000,RURAL,DOMINIO,ESCRITURA,300-18201,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5999,Ainara Palmer,CC,554927931,ABIERTO,3115486576,NINGUNO,SOLTERO,16/08/2020
2902,68307OO00000000010616000000000,68307OO0000000001,0,68307OO0000010616000,RURAL,DOMINIO,ESCRITURA,300-18202,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2289,Rosario Jordá Suarez,CC,668698588,ABIERTO,3185631043,NINGUNO,SOLTERO,28/10/1967
2903,68307OO00000000011712000000000,68307OO0000000001,0,68307OO0000011712000,RURAL,DOMINIO,ESCRITURA,300-18203,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,4745,Paola Páez Sastre,CC,215645687,ABIERTO,3179300669,NINGUNO,SOLTERO,25/06/1998
2904,68307OO00000000012642000000000,68307OO0000000001,0,68307OO0000012642000,RURAL,DOMINIO,ESCRITURA,300-18204,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5012,Amparo Amador Aguilar,CC,189097400,ABIERTO,3154108684,NINGUNO,SOLTERO,20/04/1981
2905,68307OO00000000011714000000000,68307OO0000000001,0,68307OO0000011714000,RURAL,DOMINIO,ESCRITURA,300-18205,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1655,Pacífica Lobo Nadal,CC,68538411,ABIERTO,3111682959,NINGUNO,SOLTERO,23/10/1952
2906,68307OO00000000011715000000000,68307OO0000000001,0,68307OO0000011715000,RURAL,DOMINIO,ESCRITURA,300-18206,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2523,Hugo Macias-Santana,CC,372324665,ABIERTO,3167300353,NINGUNO,SOLTERO,19/02/2021
2907,68307OO00000000011716000000000,68307OO0000000001,0,68307OO0000011716000,RURAL,DOMINIO,ESCRITURA,300-18207,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,6742,Bárbara Oriana Nebot Salgado,CC,533711464,ABIERTO,3178565542,NINGUNO,SOLTERO,12/04/2016
2908,68307OO00000000011717000000000,68307OO0000000001,0,68307OO0000011717000,RURAL,DOMINIO,ESCRITURA,300-18208,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2263,Dolores Castejón-Rey,CC,51230192,ABIERTO,3134962863,NINGUNO,SOLTERO,24/12/2013
2909,68307OO00000000011726000000000,68307OO0000000001,0,68307OO0000011726000,RURAL,DOMINIO,ESCRITURA,300-18209,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,319,Quique Guillermo Sainz Andrade,CC,812023914,ABIERTO,3137373845,NINGUNO,SOLTERO,02/10/1984
2910,68307OO00000000011718000000000,68307OO0000000001,0,68307OO0000011718000,RURAL,DOMINIO,ESCRITURA,300-18210,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,705,Juan Pablo Olivera Pineda,CC,227395083,ABIERTO,3169006044,NINGUNO,SOLTERO,04/03/2021
2911,68307OO00000000011787000000000,68307OO0000000001,0,68307OO0000011787000,RURAL,DOMINIO,ESCRITURA,300-18211,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,7278,Carmelo Fernández Monreal,CC,776160091,ABIERTO,3165147057,NINGUNO,SOLTERO,28/09/2005
2912,68307OO00000000011791000000000,68307OO0000000001,0,68307OO0000011791000,RURAL,DOMINIO,ESCRITURA,300-18212,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1559,Erasmo Telmo Barreda Alfaro,CC,896341850,ABIERTO,3135949436,NINGUNO,SOLTERO,24/09/1952
2913,68307OO00000000011785000000000,68307OO0000000001,0,68307OO0000011785000,RURAL,DOMINIO,ESCRITURA,300-18213,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1438,Eligio del Barroso,CC,73475883,ABIERTO,3103363952,NINGUNO,SOLTERO,21/03/2016
2914,68307OO00000000011783000000000,68307OO0000000001,0,68307OO0000011783000,RURAL,DOMINIO,ESCRITURA,300-18214,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1123,Rodrigo Adán Parejo,CC,578603584,ABIERTO,3100537133,NINGUNO,SOLTERO,09/04/2017
2915,68307OO00000000011789000000000,68307OO0000000001,0,68307OO0000011789000,RURAL,DOMINIO,ESCRITURA,300-18215,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,4757,Teodora Ferrer Garcia,CC,945372255,ABIERTO,3142666258,NINGUNO,SOLTERO,15/08/1950
2916,68307OO00000000011719000000000,68307OO0000000001,0,68307OO0000011719000,RURAL,DOMINIO,ESCRITURA,300-18216,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1635,María Molina Font,CC,112269167,ABIERTO,3178883496,NINGUNO,SOLTERO,11/11/2012
2917,68307OO00000000011793000000000,68307OO0000000001,0,68307OO0000011793000,RURAL,DOMINIO,ESCRITURA,300-18217,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,6397,Albina Montserrat Rueda,CC,720920102,ABIERTO,3127242785,NINGUNO,SOLTERO,19/07/1997
2918,68307OO00000000011794000000000,68307OO0000000001,0,68307OO0000011794000,RURAL,DOMINIO,ESCRITURA,300-18218,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2182,América Mosquera-Rebollo,CC,770972914,ABIERTO,3148294417,NINGUNO,SOLTERO,05/04/1982
2919,68307OO00000000011798000000000,68307OO0000000001,0,68307OO0000011798000,RURAL,DOMINIO,ESCRITURA,300-18219,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,443,Carolina Campillo Barragán,CC,267403933,ABIERTO,3190065519,NINGUNO,SOLTERO,14/05/1962
2920,68307OO00000000011800000000000,68307OO0000000001,0,68307OO0000011800000,RURAL,DOMINIO,ESCRITURA,300-18220,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5067,Águeda Hernandez-Chaparro,CC,641958485,ABIERTO,3146261528,NINGUNO,SOLTERO,11/12/1987
2921,68307OO00000000011790000000000,68307OO0000000001,0,68307OO0000011790000,RURAL,DOMINIO,ESCRITURA,300-18221,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1960,Reyes Pardo Luján,CC,939289475,ABIERTO,3170683725,NINGUNO,SOLTERO,17/02/2006
2922,68307OO00000000011792000000000,68307OO0000000001,0,68307OO0000011792000,RURAL,DOMINIO,ESCRITURA,300-18222,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1184,Maura Ana Belén Romero Portillo,CC,998894284,ABIERTO,3138699200,NINGUNO,SOLTERO,28/10/1970
2923,68307OO00000000011788000000000,68307OO0000000001,0,68307OO0000011788000,RURAL,DOMINIO,ESCRITURA,300-18223,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,4660,Mireia Ferrer Garzón,CC,524324454,ABIERTO,3123277230,NINGUNO,SOLTERO,20/03/1950
2924,68307OO00000000011784000000000,68307OO0000000001,0,68307OO0000011784000,RURAL,DOMINIO,ESCRITURA,300-18224,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1314,Petrona Montalbán Ayuso,CC,584738507,ABIERTO,3150781364,NINGUNO,SOLTERO,13/08/1975
2925,68307OO00000000011786000000000,68307OO0000000001,0,68307OO0000011786000,RURAL,DOMINIO,ESCRITURA,300-18225,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,7004,María Dolores Vilanova Abascal,CC,179705456,ABIERTO,3175345900,NINGUNO,SOLTERO,10/03/1999
2926,68307OO00000000011796000000000,68307OO0000000001,0,68307OO0000011796000,RURAL,DOMINIO,ESCRITURA,300-18226,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2704,Benita Mateo Serra,CC,378699615,ABIERTO,3123724580,NINGUNO,SOLTERO,02/11/1980
2927,68307OO00000000011795000000000,68307OO0000000001,0,68307OO0000011795000,RURAL,DOMINIO,ESCRITURA,300-18227,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5684,Ángeles de Roda,CC,65302374,ABIERTO,3182691503,NINGUNO,SOLTERO,13/08/1992
2928,68307OO00000000011799000000000,68307OO0000000001,0,68307OO0000011799000,RURAL,DOMINIO,ESCRITURA,300-18228,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,3072,Felisa Virginia Palmer Galan,CC,459583967,ABIERTO,3158198238,NINGUNO,SOLTERO,04/10/2004
2929,68307OO00000000011797000000000,68307OO0000000001,0,68307OO0000011797000,RURAL,DOMINIO,ESCRITURA,300-18229,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,6632,Berta Arjona,CC,273784584,ABIERTO,3163773521,NINGUNO,SOLTERO,14/11/1990
2930,68307OO00000000011720000000000,68307OO0000000001,0,68307OO0000011720000,RURAL,DOMINIO,ESCRITURA,300-18230,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,3290,Pilar Barrios Pinilla,CC,723450991,ABIERTO,3167961843,NINGUNO,SOLTERO,08/02/1983
2931,68307OO00000000011721000000000,68307OO0000000001,0,68307OO0000011721000,RURAL,DOMINIO,ESCRITURA,300-18231,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,6303,Jaime Víctor Iniesta Porcel,CC,816930231,ABIERTO,3138801021,NINGUNO,SOLTERO,04/06/1951
2932,68307OO00000000011727000000000,68307OO0000000001,0,68307OO0000011727000,RURAL,DOMINIO,ESCRITURA,300-18232,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,299,Clarisa Albero Lerma,CC,393108761,ABIERTO,3118628564,NINGUNO,SOLTERO,06/07/2001
2933,68307OO00000000011725000000000,68307OO0000000001,0,68307OO0000011725000,RURAL,DOMINIO,ESCRITURA,300-18233,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5634,Plinio Vives Elías,CC,340931253,ABIERTO,3135919451,NINGUNO,SOLTERO,10/09/1966
2934,68307OO00000000010821000000000,68307OO0000000001,0,68307OO0000010821000,RURAL,DOMINIO,ESCRITURA,300-18234,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,4286,Nilo Arcos,CC,670515235,ABIERTO,3156852944,NINGUNO,SOLTERO,21/12/2004
2935,68307OO00000000010573000000000,68307OO0000000001,0,68307OO0000010573000,RURAL,DOMINIO,ESCRITURA,300-18235,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,6306,Piedad Flores Silva,CC,453676478,ABIERTO,3113583315,NINGUNO,SOLTERO,07/03/1991
2936,68307OO00000000010910000000000,68307OO0000000001,0,68307OO0000010910000,RURAL,DOMINIO,ESCRITURA,300-18236,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2787,Marco Roman Bas,CC,975118205,ABIERTO,3157407719,NINGUNO,SOLTERO,03/08/1967
2937,68307OO00000000010909000000000,68307OO0000000001,0,68307OO0000010909000,RURAL,DOMINIO,ESCRITURA,300-18237,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,4037,Calixta de Carreño,CC,272167692,ABIERTO,3128553522,NINGUNO,SOLTERO,01/05/1960
2938,68307OO00000000011210000000000,68307OO0000000001,0,68307OO0000011210000,RURAL,DOMINIO,ESCRITURA,300-18238,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,217,Clara Bello Valera,CC,178969461,ABIERTO,3147258191,NINGUNO,SOLTERO,15/03/1988
2939,68307OO00000000010822000000000,68307OO0000000001,0,68307OO0000010822000,RURAL,DOMINIO,ESCRITURA,300-18239,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,124,Fabiola Machado Ibarra,CC,700298022,ABIERTO,3142059231,NINGUNO,SOLTERO,01/06/1989
2940,68307OO00000000010908000000000,68307OO0000000001,0,68307OO0000010908000,RURAL,DOMINIO,ESCRITURA,300-18240,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,580,Enrique Márquez Prats,CC,478031569,ABIERTO,3153845330,NINGUNO,SOLTERO,07/04/1962
2941,68307OO00000000010911000000000,68307OO0000000001,0,68307OO0000010911000,RURAL,DOMINIO,ESCRITURA,300-18241,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5408,Germán Roura-Colomer,CC,878295356,ABIERTO,3112786635,NINGUNO,SOLTERO,02/09/1952
2942,68307OO00000000010743000000000,68307OO0000000001,0,68307OO0000010743000,RURAL,DOMINIO,ESCRITURA,300-18242,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,105,Teresita de Rueda,CC,643348649,ABIERTO,3177996187,NINGUNO,SOLTERO,23/02/1962
2943,68307OO00000000010574000000000,68307OO0000000001,0,68307OO0000010574000,RURAL,DOMINIO,ESCRITURA,300-18243,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5208,Evangelina Atienza Dominguez,CC,615577317,ABIERTO,3171564337,NINGUNO,SOLTERO,14/06/1975
2944,68307OO00000000070273000000000,68307OO0000000007,0,68307OO0000070273000,RURAL,DOMINIO,ESCRITURA,300-18244,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1823,Coral Viña Alonso,CC,483932047,ABIERTO,3170738789,NINGUNO,SOLTERO,28/08/1967
2945,68307OO00000000070345000000000,68307OO0000000007,0,68307OO0000070345000,RURAL,DOMINIO,ESCRITURA,300-18245,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,6750,Tania Barranco Gonzalez,CC,191884398,ABIERTO,3135753902,NINGUNO,SOLTERO,12/11/1982
2946,68307OO00000000100003000000000,68307OO0000000010,0,68307OO0000100003000,RURAL,DOMINIO,ESCRITURA,300-18246,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,260,Loreto Ferrándiz Alarcón,CC,928888108,ABIERTO,3137795340,NINGUNO,SOLTERO,02/12/2021
2947,68307OO00000000011348000000000,68307OO0000000001,0,68307OO0000011348000,RURAL,DOMINIO,ESCRITURA,300-18247,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2648,Samanta del Guerrero,CC,992158991,ABIERTO,3155488318,NINGUNO,SOLTERO,11/04/1975
2948,68307OO00000000011830000000000,68307OO0000000001,0,68307OO0000011830000,RURAL,DOMINIO,ESCRITURA,300-18248,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5845,Édgar Amaro Palomar Vives,CC,281878455,ABIERTO,3111860885,NINGUNO,SOLTERO,15/08/1952
2949,68307OO00000000011839000000000,68307OO0000000001,0,68307OO0000011839000,RURAL,DOMINIO,ESCRITURA,300-18249,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,4275,Charo Aliaga León,CC,545857255,ABIERTO,3129991256,NINGUNO,SOLTERO,21/06/1969
2950,68307OO00000000011831000000000,68307OO0000000001,0,68307OO0000011831000,RURAL,DOMINIO,ESCRITURA,300-18250,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,3823,Victoriano Girón Cámara,CC,403674577,ABIERTO,3141400383,NINGUNO,SOLTERO,22/11/2014
2951,68307OO00000000011832000000000,68307OO0000000001,0,68307OO0000011832000,RURAL,DOMINIO,ESCRITURA,300-18251,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1496,Rosalina Peñas Barrios,CC,757148963,ABIERTO,3104682692,NINGUNO,SOLTERO,04/06/1959
2952,68307OO00000000011833000000000,68307OO0000000001,0,68307OO0000011833000,RURAL,DOMINIO,ESCRITURA,300-18252,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,3403,Victor Manuel Benavides Artigas,CC,995046946,ABIERTO,3141497493,NINGUNO,SOLTERO,11/02/1965
2953,68307OO00000000011834000000000,68307OO0000000001,0,68307OO0000011834000,RURAL,DOMINIO,ESCRITURA,300-18253,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,3973,Raúl Fajardo Pera,CC,821802790,ABIERTO,3162778245,NINGUNO,SOLTERO,02/02/1979
2954,68307OO00000000011836000000000,68307OO0000000001,0,68307OO0000011836000,RURAL,DOMINIO,ESCRITURA,300-18254,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,3477,Adela Pinedo Abad,CC,777904030,ABIERTO,3103798376,NINGUNO,SOLTERO,16/05/1961
2955,68307OO00000000011837000000000,68307OO0000000001,0,68307OO0000011837000,RURAL,DOMINIO,ESCRITURA,300-18255,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,4710,Charo del Estrada,CC,831473380,ABIERTO,3165462575,NINGUNO,SOLTERO,15/09/1983
2956,68307OO00000000011838000000000,68307OO0000000001,0,68307OO0000011838000,RURAL,DOMINIO,ESCRITURA,300-18256,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2433,Loida Franco García,CC,270908257,ABIERTO,3116786807,NINGUNO,SOLTERO,03/05/1987
2957,68307OO00000000011835000000000,68307OO0000000001,0,68307OO0000011835000,RURAL,DOMINIO,ESCRITURA,300-18257,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,3877,Rolando Camino Corral,CC,872666683,ABIERTO,3114467885,NINGUNO,SOLTERO,14/01/2005
2958,68307OO00000000010760000000000,68307OO0000000001,0,68307OO0000010760000,RURAL,DOMINIO,ESCRITURA,300-18258,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,6177,Marcia de Moraleda,CC,821858926,ABIERTO,3154937089,NINGUNO,SOLTERO,25/05/1973
2959,68307OO00000000011843000000000,68307OO0000000001,0,68307OO0000011843000,RURAL,DOMINIO,ESCRITURA,300-18259,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,6050,Ágata Ocaña Hernandez,CC,537900787,ABIERTO,3145351200,NINGUNO,SOLTERO,28/06/2020
2960,68307OO00000000011842000000000,68307OO0000000001,0,68307OO0000011842000,RURAL,DOMINIO,ESCRITURA,300-18260,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1867,Vilma Priego,CC,767793184,ABIERTO,3175236666,NINGUNO,SOLTERO,20/07/1968
2961,68307OO00000000011841000000000,68307OO0000000001,0,68307OO0000011841000,RURAL,DOMINIO,ESCRITURA,300-18261,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,6851,Olga Jaume Caro,CC,910834449,ABIERTO,3112847534,NINGUNO,SOLTERO,24/12/1964
2962,68307OO00000000011840000000000,68307OO0000000001,0,68307OO0000011840000,RURAL,DOMINIO,ESCRITURA,300-18262,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5759,Pilar Pla Nevado,CC,631135623,ABIERTO,3123136199,NINGUNO,SOLTERO,11/06/1954
2963,68307OO00000000011844000000000,68307OO0000000001,0,68307OO0000011844000,RURAL,DOMINIO,ESCRITURA,300-18263,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2811,Severiano Garcia Vall,CC,458794457,ABIERTO,3102498328,NINGUNO,SOLTERO,27/04/2016
2964,68307OO00000000010360000000000,68307OO0000000001,0,68307OO0000010360000,RURAL,DOMINIO,ESCRITURA,300-18264,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,3956,María Luisa Millán Porta,CC,562824865,ABIERTO,3137448840,NINGUNO,SOLTERO,04/09/1991
2965,68307OO00000000100156000000000,68307OO0000000010,0,68307OO0000100156000,RURAL,DOMINIO,ESCRITURA,300-18265,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,3332,Guillermo Acero Lucas,CC,156818816,ABIERTO,3151184804,NINGUNO,SOLTERO,05/07/1993
2966,68307OO00000000020680000000000,68307OO0000000002,0,68307OO0000020680000,RURAL,DOMINIO,ESCRITURA,300-18266,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2966,Nadia Laguna Quintero,CC,78522579,ABIERTO,3176190181,NINGUNO,SOLTERO,18/04/2008
2967,68307OO00000000018006000000000,68307OO0000000001,0,68307OO0000018006000,RURAL,DOMINIO,ESCRITURA,300-18267,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,999,José Ángel Jose Angel Suarez Uribe,CC,298253210,ABIERTO,3110999957,NINGUNO,SOLTERO,05/01/1990
2968,68307OO00000000040003000000000,68307OO0000000004,0,68307OO0000040003000,RURAL,DOMINIO,ESCRITURA,300-18268,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,231,Nuria Abad Saez,CC,164337759,ABIERTO,3135261145,NINGUNO,SOLTERO,19/04/1962
2969,68307OO00000000022619000000000,68307OO0000000002,0,68307OO0000022619000,RURAL,DOMINIO,ESCRITURA,300-18269,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,877,Lope del Pino,CC,229145137,ABIERTO,3152986953,NINGUNO,SOLTERO,09/11/2020
2970,68307OO00000000022621000000000,68307OO0000000002,0,68307OO0000022621000,RURAL,DOMINIO,ESCRITURA,300-18270,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5316,Miriam Castell Andrade,CC,268179996,ABIERTO,3100378857,NINGUNO,SOLTERO,21/07/1960
2971,68307OO00000000022617000000000,68307OO0000000002,0,68307OO0000022617000,RURAL,DOMINIO,ESCRITURA,300-18271,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1167,Piedad Ferrero Sala,CC,509095078,ABIERTO,3140226142,NINGUNO,SOLTERO,26/09/2018
2972,68307OO00000000022623000000000,68307OO0000000002,0,68307OO0000022623000,RURAL,DOMINIO,ESCRITURA,300-18272,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,716,Caridad Cuéllar-Lasa,CC,988618641,ABIERTO,3146419513,NINGUNO,SOLTERO,24/03/1987
2973,68307OO00000000022620000000000,68307OO0000000002,0,68307OO0000022620000,RURAL,DOMINIO,ESCRITURA,300-18273,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2250,Renata Francisco-Castilla,CC,893519766,ABIERTO,3128312869,NINGUNO,SOLTERO,18/10/2004
2974,68307OO00000000022622000000000,68307OO0000000002,0,68307OO0000022622000,RURAL,DOMINIO,ESCRITURA,300-18274,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,830,Melchor Donaire,CC,71920856,ABIERTO,3142547365,NINGUNO,SOLTERO,16/02/2007
2975,68307OO00000000022618000000000,68307OO0000000002,0,68307OO0000022618000,RURAL,DOMINIO,ESCRITURA,300-18275,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,632,Diego Hurtado-Carbajo,CC,187943806,ABIERTO,3143883556,NINGUNO,SOLTERO,08/11/1977
2976,68307OO00000000022612000000000,68307OO0000000002,0,68307OO0000022612000,RURAL,DOMINIO,ESCRITURA,300-18276,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,4485,Roque Mayoral Valencia,CC,314377050,ABIERTO,3108681524,NINGUNO,SOLTERO,18/08/2003
2977,68307OO00000000022610000000000,68307OO0000000002,0,68307OO0000022610000,RURAL,DOMINIO,ESCRITURA,300-18277,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,6581,Carolina Sainz Villalonga,CC,880331575,ABIERTO,3119535107,NINGUNO,SOLTERO,10/09/1970
2978,68307OO00000000022611000000000,68307OO0000000002,0,68307OO0000022611000,RURAL,DOMINIO,ESCRITURA,300-18278,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,1854,Modesto Maximino Álvaro Falcón,CC,427481804,ABIERTO,3113568589,NINGUNO,SOLTERO,18/12/2007
2979,68307OO00000000022624000000000,68307OO0000000002,0,68307OO0000022624000,RURAL,DOMINIO,ESCRITURA,300-18279,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,7559,Laura Ferrández Poza,CC,70554403,ABIERTO,3191300099,NINGUNO,SOLTERO,14/10/1988
2980,68307OO00000000022613000000000,68307OO0000000002,0,68307OO0000022613000,RURAL,DOMINIO,ESCRITURA,300-18280,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,4933,Joaquín Galiano Contreras,CC,74778081,ABIERTO,3149455472,NINGUNO,SOLTERO,15/02/1975
2981,68307OO00000000022614000000000,68307OO0000000002,0,68307OO0000022614000,RURAL,DOMINIO,ESCRITURA,300-18281,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,5609,Domingo Peral Buendía,CC,725417781,ABIERTO,3174166059,NINGUNO,SOLTERO,21/11/1999
2982,68307OO00000000022616000000000,68307OO0000000002,0,68307OO0000022616000,RURAL,DOMINIO,ESCRITURA,300-18282,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,459,Chema Tejedor Ariño,CC,248557902,ABIERTO,3152776441,NINGUNO,SOLTERO,10/11/1963
2983,68307OO00000000022615000000000,68307OO0000000002,0,68307OO0000022615000,RURAL,DOMINIO,ESCRITURA,300-18283,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,2991,Nuria Vilar Pino,CC,651418696,ABIERTO,3127241552,NINGUNO,SOLTERO,10/02/2004
2984,68307OO00000000022591000000000,68307OO0000000002,0,68307OO0000022591000,RURAL,DOMINIO,ESCRITURA,300-18284,COMPRAVENTA,NOTARIA 1 DE PIEDECUESTA,497,Prudencia Camila Contreras Jurado,CC,831317784,ABIERTO,3146556844,NINGUNO,SOLTERO,02/01/1995
